Question Title,Sub-Outcome Code,Module,Topic/ Unit,Learning Outcome,Sub-Outcome,Question Type,Question Format,Origin/Author,Automatic Grading,Randomizable Parameters,Needs Calculator,Keywords,Last Edited By,Last Edit,Sean Reviewed,Shaobo Reviewed,Status,On Mobius,Margin of Error,Sig Fig
STATICS-MPA01.01.01,https://www.notion.so/STATICS-MPA01-01-b853ac628824459db7a0f32a3a4c7310,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",1. direction (in/our of page),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.02.01,https://www.notion.so/STATICS-MPA04-02-88647044319f416698ef76e42acc0194,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,"2D, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.01.01,https://www.notion.so/STATICS-MPA04-01-496497b6d2604a49a7ae7d0d227ab55a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.03.04,https://www.notion.so/STATICS-MPA07-03-6f849213b00149c88a07eafcbcac0123,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",3. a combination,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.03.03,https://www.notion.so/STATICS-MPA07-03-6f849213b00149c88a07eafcbcac0123,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",3. a combination,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.03.02,https://www.notion.so/STATICS-MPA07-03-6f849213b00149c88a07eafcbcac0123,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",3. a combination,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.02.04,https://www.notion.so/STATICS-MPA07-02-ad99417e7f97404a815b4e638935d21d,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",2. the determinant expansion,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.02.03,https://www.notion.so/STATICS-MPA07-02-ad99417e7f97404a815b4e638935d21d,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",2. the determinant expansion,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.02.02,https://www.notion.so/STATICS-MPA07-02-ad99417e7f97404a815b4e638935d21d,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",2. the determinant expansion,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.01.04,https://www.notion.so/STATICS-MPA07-01-8146e6f27aec4474aa257073463d0020,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",1. the determinant,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.01.03,https://www.notion.so/STATICS-MPA07-01-8146e6f27aec4474aa257073463d0020,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",1. the determinant,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.01.02,https://www.notion.so/STATICS-MPA07-01-8146e6f27aec4474aa257073463d0020,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",1. the determinant,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.02.04,https://www.notion.so/STATICS-MPA06-02-ec46853cb7c94fb4aa8c5f3a4b0b395a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. negative,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.02.03,https://www.notion.so/STATICS-MPA06-02-ec46853cb7c94fb4aa8c5f3a4b0b395a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. negative,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.01.04,https://www.notion.so/STATICS-MPA06-01-80f7d77247a7416882ca2713f8b7c686,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. positive,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.01.03,https://www.notion.so/STATICS-MPA06-01-80f7d77247a7416882ca2713f8b7c686,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. positive,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.01.02,https://www.notion.so/STATICS-MPA06-01-80f7d77247a7416882ca2713f8b7c686,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. positive,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.02.04,https://www.notion.so/STATICS-MPA05-02-f6d14c0311624d1c9f0f6491ee7b2477,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.02.03,https://www.notion.so/STATICS-MPA05-02-f6d14c0311624d1c9f0f6491ee7b2477,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.02.02,https://www.notion.so/STATICS-MPA05-02-f6d14c0311624d1c9f0f6491ee7b2477,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.01.04,https://www.notion.so/STATICS-MPA05-01-4d2c9730f34c4517b07f3ffcd79f0178,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.01.03,https://www.notion.so/STATICS-MPA05-01-4d2c9730f34c4517b07f3ffcd79f0178,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.01.02,https://www.notion.so/STATICS-MPA05-01-4d2c9730f34c4517b07f3ffcd79f0178,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.02.04,https://www.notion.so/STATICS-MPA04-02-88647044319f416698ef76e42acc0194,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,"2D, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.02.03,https://www.notion.so/STATICS-MPA04-02-88647044319f416698ef76e42acc0194,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,"2D, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.02.02,https://www.notion.so/STATICS-MPA04-02-88647044319f416698ef76e42acc0194,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,"2D, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.01.04,https://www.notion.so/STATICS-MPA04-01-496497b6d2604a49a7ae7d0d227ab55a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.01.03,https://www.notion.so/STATICS-MPA04-01-496497b6d2604a49a7ae7d0d227ab55a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA04.01.02,https://www.notion.so/STATICS-MPA04-01-496497b6d2604a49a7ae7d0d227ab55a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the vector formulation of the moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.02.04,https://www.notion.so/STATICS-MPA01-02-a62fad4a4fd74dc1b63a92ea29b38ab2,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",2. sense (CW/CCW),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.02.03,https://www.notion.so/STATICS-MPA01-02-a62fad4a4fd74dc1b63a92ea29b38ab2,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",2. sense (CW/CCW),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.02.02,https://www.notion.so/STATICS-MPA01-02-a62fad4a4fd74dc1b63a92ea29b38ab2,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",2. sense (CW/CCW),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.01.01,https://www.notion.so/STATICS-MPA06-01-80f7d77247a7416882ca2713f8b7c686,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. positive,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.01.04,https://www.notion.so/STATICS-MPA01-01-b853ac628824459db7a0f32a3a4c7310,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",1. direction (in/our of page),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.01.03,https://www.notion.so/STATICS-MPA01-01-b853ac628824459db7a0f32a3a4c7310,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",1. direction (in/our of page),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA01.01.02,https://www.notion.so/STATICS-MPA01-01-b853ac628824459db7a0f32a3a4c7310,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",1. direction (in/our of page),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, direction, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.03.01,https://www.notion.so/STATICS-MPA07-03-6f849213b00149c88a07eafcbcac0123,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",3. a combination,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.02.01,https://www.notion.so/STATICS-MPA07-02-ad99417e7f97404a815b4e638935d21d,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",2. the determinant expansion,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA07.01.01,https://www.notion.so/STATICS-MPA07-01-8146e6f27aec4474aa257073463d0020,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the determinant form of the vector moment calculation for a force about a point in 3D, for Cartesian position and force vectors",1. the determinant,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.02.01,https://www.notion.so/STATICS-MPA06-02-ec46853cb7c94fb4aa8c5f3a4b0b395a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. negative,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA06.02.02,https://www.notion.so/STATICS-MPA06-02-ec46853cb7c94fb4aa8c5f3a4b0b395a,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 2D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. negative,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.02.01,https://www.notion.so/STATICS-MPA05-02-f6d14c0311624d1c9f0f6491ee7b2477,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",2. text,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA05.01.01,https://www.notion.so/STATICS-MPA05-01-4d2c9730f34c4517b07f3ffcd79f0178,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the notation for reporting the vector formulation of a moment of a force about a point in 2D, given a diagram and/or text",1. diagram,A,Multiple choice,Caelia,Yes,No,No,,Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-CMC05.01.01,https://www.notion.so/STATICS-CMC05-01-18a5afac5b1348c8b098b5843ea74fe5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","1. same sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.01.02,https://www.notion.so/STATICS-CMC05-01-18a5afac5b1348c8b098b5843ea74fe5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","1. same sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.01.03,https://www.notion.so/STATICS-CMC05-01-18a5afac5b1348c8b098b5843ea74fe5,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","1. same sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.02.01,https://www.notion.so/STATICS-CMC05-02-0897ca267d2948af90ca53dbb565e13f,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","2. same sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.02.02,https://www.notion.so/STATICS-CMC05-02-0897ca267d2948af90ca53dbb565e13f,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","2. same sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.02.03,https://www.notion.so/STATICS-CMC05-02-0897ca267d2948af90ca53dbb565e13f,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","2. same sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.03.01,https://www.notion.so/STATICS-CMC05-03-878640bedb0b4288a229fa6371ff279d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","3. opposite sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.03.02,https://www.notion.so/STATICS-CMC05-03-878640bedb0b4288a229fa6371ff279d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","3. opposite sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.03.03,https://www.notion.so/STATICS-CMC05-03-878640bedb0b4288a229fa6371ff279d,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","3. opposite sense, same mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.04.01,https://www.notion.so/STATICS-CMC05-04-2b36a01e13da4a1c9d6dcd3f0f2ed794,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","4. opposite sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.04.02,https://www.notion.so/STATICS-CMC05-04-2b36a01e13da4a1c9d6dcd3f0f2ed794,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","4. opposite sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC05.04.03,https://www.notion.so/STATICS-CMC05-04-2b36a01e13da4a1c9d6dcd3f0f2ed794,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Identify an equivalent couple moment, given a complete 2D diagram","4. opposite sense, different mag",A,True or false,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-CMC06.01.01,https://www.notion.so/STATICS-CMC06-01-9bdfd14fd61643a3a8c44038c335af54,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","1. d unknown, F's same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.01.02,https://www.notion.so/STATICS-CMC06-01-9bdfd14fd61643a3a8c44038c335af54,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","1. d unknown, F's same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-CMC06.01.03,https://www.notion.so/STATICS-CMC06-01-9bdfd14fd61643a3a8c44038c335af54,Module 2: Identify and solve introductory level rigid body statics problems,3. Incorporate couples in moment calculations (CMC),"Calculate an equivalent couple moment, given a complete 2D diagram","1. d unknown, F's same",A,Numerical fill in the blank,Zoe,Yes,No,No,"couple, equivalent couples, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
